"company","_freq","uname"
"Capital Internationa",210,"CAPITAL INTERNATIONA"
"HSN",210,"HSN"
"asdf",210,"ASDF"
"Bell Microproducts",210,"BELL MICROPRODUCTS"
"Globant",210,"GLOBANT"
"HBOS plc",210,"HBOS PLC"
"ABP",210,"ABP"
"IBM Netherlands",211,"IBM NETHERLANDS"
"Teligent",211,"TELIGENT"
"DELOITTE",211,"DELOITTE"
"Digex",211,"DIGEX"
"University of Oulu",211,"UNIVERSITY OF OULU"
"Eurocontrol",211,"EUROCONTROL"
"Volante",211,"VOLANTE"
"Starbucks Coffee",211,"STARBUCKS COFFEE"
"Standard and Poor's",211,"STANDARD AND POOR'S"
"Bain & Co",211,"BAIN & CO"
"Goodyear Tire & Rubb",211,"GOODYEAR TIRE & RUBB"
"Betfair",211,"BETFAIR"
"Workscape",211,"WORKSCAPE"
"Cleary Gottlieb Stee",211,"CLEARY GOTTLIEB STEE"
"SEB Merchant Banking",211,"SEB MERCHANT BANKING"
"Williams-Sonoma",211,"WILLIAMS SONOMA"
"BES",211,"BES"
"TCI",211,"TCI"
"Philips Design",211,"PHILIPS DESIGN"
"MITRE Corporation",211,"MITRE CORPORATION"
"Scientific-Atlanta",211,"SCIENTIFIC ATLANTA"
"Wake Forest Universi",211,"WAKE FOREST UNIVERSI"
"TPG Post",211,"TPG POST"
"Telecommunications",211,"TELECOMMUNICATIONS"
"The Regence Group",211,"THE REGENCE GROUP"
"ITG",211,"ITG"
"Shell Oil",212,"SHELL OIL"
"CMC Limited",212,"CMC LIMITED"
"Adelphia",212,"ADELPHIA"
"IBM Danmark A/S",212,"IBM DANMARK AS"
"Department of Comput",212,"DEPARTMENT OF COMPUT"
"Grey Advertising",212,"GREY ADVERTISING"
"Mellon",212,"MELLON"
"Simpson Thacher & Ba",212,"SIMPSON THACHER & BA"
"T-Systems do Brasil",212,"T SYSTEMS DO BRASIL"
"Anritsu",212,"ANRITSU"
"Sierra Atlantic",212,"SIERRA ATLANTIC"
"Navigant Consulting,",212,"NAVIGANT CONSULTING"
"RAC",212,"RAC"
"Bowne",212,"BOWNE"
"Interleaf",212,"INTERLEAF"
"Ferguson Enterprises",212,"FERGUSON ENTERPRISES"
"Aliant",212,"ALIANT"
"CompuCredit",212,"COMPUCREDIT"
"BOC Edwards",212,"BOC EDWARDS"
"NESTLE",212,"NESTLE"
"Intrawest",213,"INTRAWEST"
"Lend Lease",213,"LEND LEASE"
"H&M",213,"H&M"
"National Westminster",213,"NATIONAL WESTMINSTER"
"PRA International",213,"PRA INTERNATIONAL"
"Lufthansa Systems",213,"LUFTHANSA SYSTEMS"
"Arthur D Little",213,"ARTHUR D LITTLE"
"Darwin Partners",213,"DARWIN PARTNERS"
"Descartes Systems Gr",213,"DESCARTES SYSTEMS GR"
"University of Queens",213,"UNIVERSITY OF QUEENS"
"Walmart",213,"WALMART"
"Ministry of Health",213,"MINISTRY OF HEALTH"
"Loyola University Ch",213,"LOYOLA UNIVERSITY CH"
"computer associates",213,"COMPUTER ASSOCIATES"
"K.U.Leuven",213,"KULEUVEN"
"NICE Systems",213,"NICE SYSTEMS"
"ERNST & YOUNG",213,"ERNST & YOUNG"
"same as above",213,"SAME AS ABOVE"
"SONOFON",213,"SONOFON"
"Oakton",213,"OAKTON"
"Fleet Bank",213,"FLEET BANK"
"Pace University",213,"PACE UNIVERSITY"
"Tippett Studio",213,"TIPPETT STUDIO"
"NetJets",214,"NETJETS"
"Intershop Communicat",214,"INTERSHOP COMMUNICAT"
"Management Science A",214,"MANAGEMENT SCIENCE A"
"Kingston Communicati",214,"KINGSTON COMMUNICATI"
"Penske Logistics",214,"PENSKE LOGISTICS"
"Atea",214,"ATEA"
"Burger King Corporat",214,"BURGER KING CORPORAT"
"InFocus Corporation",214,"INFOCUS CORPORATION"
"PCCW",214,"PCCW"
"FORE Systems",214,"FORE SYSTEMS"
"RTI International",214,"RTI INTERNATIONAL"
"Alcatel Telecom",214,"ALCATEL TELECOM"
"Three",214,"THREE"
"Westaff",214,"WESTAFF"
"IXIS CIB",214,"IXIS CIB"
"CSIR",214,"CSIR"
"Goodrich",214,"GOODRICH"
"Allen & Overy LLP",214,"ALLEN & OVERY LLP"
"De La Rue",214,"DE LA RUE"
"sanofi pasteur",214,"SANOFI PASTEUR"
"Informatica Corporat",214,"INFORMATICA CORPORAT"
"Federated Systems Gr",215,"FEDERATED SYSTEMS GR"
"NTT/Verio",215,"NTTVERIO"
"Scientific Games",215,"SCIENTIFIC GAMES"
"france telecom",215,"FRANCE TELECOM"
"VRT",215,"VRT"
"Orbotech",215,"ORBOTECH"
"O2 Ireland",215,"O2 IRELAND"
"Home Office",215,"HOME OFFICE"
"Numico",215,"NUMICO"
"Coremetrics",215,"COREMETRICS"
"Erasmus University R",215,"ERASMUS UNIVERSITY R"
"societe generale",215,"SOCIETE GENERALE"
"Storagetek",215,"STORAGETEK"
"Novell Inc",215,"NOVELL INC"
"Octel Communications",215,"OCTEL COMMUNICATIONS"
"Alcatel CIT",215,"ALCATEL CIT"
"Kmart",215,"KMART"
"Realtor",215,"REALTOR"
"U.S. Government",215,"US GOVERNMENT"
"Altitude Software",215,"ALTITUDE SOFTWARE"
"Ryder",215,"RYDER"
"EDB Gruppen",215,"EDB GRUPPEN"
"CapitalOne",215,"CAPITALONE"
"Primavera Systems",215,"PRIMAVERA SYSTEMS"
"Saint Gobain",216,"SAINT GOBAIN"
"Bank Millennium",216,"BANK MILLENNIUM"
"Aon Risk Services",216,"AON RISK SERVICES"
"Sabre Travel Network",216,"SABRE TRAVEL NETWORK"
"Marsh & McLennan",216,"MARSH & MCLENNAN"
"BAX Global",216,"BAX GLOBAL"
"AMI Semiconductor",216,"AMI SEMICONDUCTOR"
"Marks & Spencer",216,"MARKS & SPENCER"
"Ingres",216,"INGRES"
"SI International",216,"SI INTERNATIONAL"
"WM-Data",216,"WM DATA"
"US Army Corps of Eng",216,"US ARMY CORPS OF ENG"
"Rockwell",216,"ROCKWELL"
"Saba Software",216,"SABA SOFTWARE"
"University of Antwer",216,"UNIVERSITY OF ANTWER"
"Xpedior",216,"XPEDIOR"
"ExxonMobil Chemical",216,"EXXONMOBIL CHEMICAL"
"Attachmate Corporati",217,"ATTACHMATE CORPORATI"
"Robert Bosch Corpora",217,"ROBERT BOSCH CORPORA"
"Telefonica de Argent",217,"TELEFONICA DE ARGENT"
"Raymond James & Asso",217,"RAYMOND JAMES & ASSO"
"InFocus",217,"INFOCUS"
"Philips Business Com",217,"PHILIPS BUSINESS COM"
"Robert Half Manageme",217,"ROBERT HALF MANAGEME"
"Department of Defenc",217,"DEPARTMENT OF DEFENC"
"Davis Polk & Wardwel",217,"DAVIS POLK & WARDWEL"
"Ericsson Mobile Comm",217,"ERICSSON MOBILE COMM"
"BBC Worldwide",217,"BBC WORLDWIDE"
"DreamWorks Animation",217,"DREAMWORKS ANIMATION"
"BEC",217,"BEC"
"Lycos Europe",217,"LYCOS EUROPE"
"Investec",217,"INVESTEC"
"BT Syntegra",217,"BT SYNTEGRA"
"Telewest Broadband",218,"TELEWEST BROADBAND"
"AlliedSignal",218,"ALLIEDSIGNAL"
"National City Corpor",218,"NATIONAL CITY CORPOR"
"NetSuite",218,"NETSUITE"
"University of Delawa",218,"UNIVERSITY OF DELAWA"
"FSS",218,"FSS"
"GE Consumer & Indust",218,"GE CONSUMER & INDUST"
"Nycomed",218,"NYCOMED"
"Accenture Services P",218,"ACCENTURE SERVICES P"
"Harland Financial So",218,"HARLAND FINANCIAL SO"
"PFA Pension",218,"PFA PENSION"
"BTC",218,"BTC"
"Bayer Corporation",218,"BAYER CORPORATION"
"Abacus",218,"ABACUS"
"Induslogic",218,"INDUSLOGIC"
"Ikon Office Solution",218,"IKON OFFICE SOLUTION"
"InfoSpace",218,"INFOSPACE"
"Register.com",218,"REGISTER"
"Canon Business Solut",218,"CANON BUSINESS SOLUT"
"USWeb/CKS",218,"USWEBCKS"
"ICI Paints",218,"ICI PAINTS"
"NEC Unified Solution",218,"NEC UNIFIED SOLUTION"
"Rapp Collins Worldwi",218,"RAPP COLLINS WORLDWI"
"International School",218,"INTERNATIONAL SCHOOL"
"OC&C Strategy Consul",219,"OC&C STRATEGY CONSUL"
"StreamServe",219,"STREAMSERVE"
"Vodafone Romania",219,"VODAFONE ROMANIA"
"Celanese",219,"CELANESE"
"RBC Dominion Securit",219,"RBC DOMINION SECURIT"
"Algorithmics",219,"ALGORITHMICS"
"FNB",219,"FNB"
"The Carlyle Group",219,"THE CARLYLE GROUP"
"WebTrends",219,"WEBTRENDS"
"Affiniti",219,"AFFINITI"
"ASAP Software",219,"ASAP SOFTWARE"
"Rhythm & Hues",219,"RHYTHM & HUES"
"Costco Wholesale",219,"COSTCO WHOLESALE"
"DaimlerChrysler Fina",219,"DAIMLERCHRYSLER FINA"
"Conde Nast",219,"CONDE NAST"
"Maxis",219,"MAXIS"
"Bayer HealthCare",219,"BAYER HEALTHCARE"
"xwave",219,"XWAVE"
"Avon Products, Inc.",219,"AVON PRODUCTS INC"
"General Electric Hea",219,"GENERAL ELECTRIC HEA"
"Axis Communications",220,"AXIS COMMUNICATIONS"
"Stanford",220,"STANFORD"
"Tiffany & Co.",220,"TIFFANY & CO"
"AT&T Solutions",220,"AT&T SOLUTIONS"
"Chartered Semiconduc",220,"CHARTERED SEMICONDUC"
"Xerox Corp",220,"XEROX CORP"
"OSI",220,"OSI"
"Greenberg Traurig",220,"GREENBERG TRAURIG"
"Ontario Ministry of",220,"ONTARIO MINISTRY OF"
"AMR Research",220,"AMR RESEARCH"
"World Economic Forum",220,"WORLD ECONOMIC FORUM"
"Qualcomm, Inc.",220,"QUALCOMM INC"
"ComArch",220,"COMARCH"
"amazon.com",221,"AMAZON"
"Xcel Energy",221,"XCEL ENERGY"
"Greenbrier & Russel",221,"GREENBRIER & RUSSEL"
"Mindspeed Technologi",221,"MINDSPEED TECHNOLOGI"
"MLC",221,"MLC"
"Royal Dutch Shell",221,"ROYAL DUTCH SHELL"
"Herbalife Internatio",221,"HERBALIFE INTERNATIO"
"USANA Health Science",221,"USANA HEALTH SCIENCE"
"AchieveGlobal",221,"ACHIEVEGLOBAL"
"Actuate Corporation",221,"ACTUATE CORPORATION"
"Morgan Stanley Dean",221,"MORGAN STANLEY DEAN"
"Volkswagen AG",221,"VOLKSWAGEN AG"
"Syngenta Crop Protec",221,"SYNGENTA CROP PROTEC"
"BASF Corporation",221,"BASF CORPORATION"
"DST International",221,"DST INTERNATIONAL"
"TF1",221,"TF1"
"DHL Global Forwardin",221,"DHL GLOBAL FORWARDIN"
"Unisys Corp.",221,"UNISYS CORP"
"XM Satellite Radio",221,"XM SATELLITE RADIO"
"GTE Government Syste",221,"GTE GOVERNMENT SYSTE"
"United States Depart",221,"US DEPART"
"Canadian Broadcastin",221,"CANADIAN BROADCASTIN"
"CH2M Hill",221,"CH2M HILL"
"Thomson Elite",221,"THOMSON ELITE"
"Commonwealth of Mass",221,"COMMONWEALTH OF MASS"
"PCS",222,"PCS"
"Macromedia, Inc.",222,"MACROMEDIA INC"
"abn amro",222,"ABN AMRO"
"Mellon Bank",222,"MELLON BANK"
"Telmex",222,"TELMEX"
"Stockholm School of",222,"STOCKHOLM SCHOOL OF"
"Borealis",222,"BOREALIS"
"SCT",222,"SCT"
"ESA",222,"ESA"
"Fortis Investments",222,"FORTIS INVESTMENTS"
"GTS",222,"GTS"
"Petro-Canada",222,"PETRO CANADA"
"INTEL",222,"INTEL"
"Vodafone Netherlands",222,"VODAFONE NETHERLANDS"
"AGENCY.COM",222,"AGENCY"
"Imperial College",222,"IMPERIAL COLLEGE"
"drugstore.com",222,"DRUGSTORE"
"Symbol Technologies,",223,"SYMBOL TECHNOLOGIES"
"PT",223,"PT"
"HiQ",223,"HIQ"
"University of Iowa",223,"UNIVERSITY OF IOWA"
"Johnson & Johnson Co",223,"JOHNSON & JOHNSON CO"
"Schwartz Communicati",223,"SCHWARTZ COMMUNICATI"
"Xerox do Brasil",223,"XEROX DO BRASIL"
"TDC Song",223,"TDC SONG"
"Expedia.com",223,"EXPEDIA"
"LEK Consulting",223,"LEK CONSULTING"
"Daymon Worldwide",223,"DAYMON WORLDWIDE"
"ICF Consulting",223,"ICF CONSULTING"
"AMC",223,"AMC"
"Cabot Corporation",223,"CABOT CORPORATION"
"LeapFrog",223,"LEAPFROG"
"Knight Ridder Digita",223,"KNIGHT RIDDER DIGITA"
"Mars Inc",223,"MARS INC"
"Oxford Health Plans",223,"OXFORD HEALTH PLANS"
"Microchip Technology",223,"MICROCHIP TECHNOLOGY"
"ACI",223,"ACI"
"SINTEF",224,"SINTEF"
"Reliance Infocomm Lt",224,"RELIANCE INFOCOMM LT"
"JPL",224,"JPL"
"Chemical Bank",224,"CHEMICAL BANK"
"Rapp Collins",224,"RAPP COLLINS"
"Valassis",224,"VALASSIS"
"Schenker",224,"SCHENKER"
"TTI Telecom",224,"TTI TELECOM"
"UPMC",224,"UPMC"
"Indymac Bank",224,"INDYMAC BANK"
"ING Belgium",224,"ING BELGIUM"
"Sun MicroSystems",224,"SUN MICROSYSTEMS"
"Golden Telecom",224,"GOLDEN TELECOM"
"CCC",224,"CCC"
"Dixons Stores Group",224,"DIXONS STORES GROUP"
"Renaissance Worldwid",224,"RENAISSANCE WORLDWID"
"American Century Inv",224,"AMERICAN CENTURY INV"
"U.S. Marine Corps",224,"US MARINE CORPS"
"ICG Commerce",224,"ICG COMMERCE"
"U.S. Coast Guard",225,"US COAST GUARD"
"Hitachi Global Stora",225,"HITACHI GLOBAL STORA"
"Wrigley",225,"WRIGLEY"
"CPS",225,"CPS"
"SNS Bank",225,"SNS BANK"
"The Orphanage",225,"THE ORPHANAGE"
"City of Toronto",225,"CITY OF TORONTO"
"Double Negative",225,"DOUBLE NEGATIVE"
"L3 Communications",225,"L3 COMMUNICATIONS"
"United Biscuits",225,"UNITED BISCUITS"
"Cathay Pacific Airwa",225,"CATHAY PACIFIC AIRWA"
"The Scotts Company",225,"THE SCOTTS COMPANY"
"LLNL",225,"LLNL"
"APL",225,"APL"
"Dolby Laboratories",225,"DOLBY LABORATORIES"
"Ferring Pharmaceutic",225,"FERRING PHARMACEUTIC"
"Fleishman Hillard",225,"FLEISHMAN HILLARD"
"Chicago Board of Tra",226,"CHICAGO BOARD OF TRA"
"Ubizen",226,"UBIZEN"
"McMaster University",226,"MCMASTER UNIVERSITY"
"SimCorp",226,"SIMCORP"
"Royal Institute of T",226,"ROYAL INSTITUTE OF T"
"AIMCO",226,"AIMCO"
"London Stock Exchang",226,"LONDON STOCK EXCHANG"
"CMS Cameron McKenna",226,"CMS CAMERON MCKENNA"
"Econocom",226,"ECONOCOM"
"Yves Rocher",226,"YVES ROCHER"
"Research in Motion",226,"RESEARCH IN MOTION"
"Cintas Corporation",226,"CINTAS CORPORATION"
"Latham & Watkins LLP",226,"LATHAM & WATKINS LLP"
"Catholic University",226,"CATHOLIC UNIVERSITY"
"Deutsche Post World",226,"DEUTSCHE POST WORLD"
"Nu Skin Enterprises",226,"NU SKIN ENTERPRISES"
"University of Tamper",226,"UNIVERSITY OF TAMPER"
"Katholieke Universit",226,"KATHOLIEKE UNIVERSIT"
"Merkantildata",226,"MERKANTILDATA"
"Takeda Pharmaceutica",226,"TAKEDA PHARMACEUTICA"
"Element K",226,"ELEMENT K"
"eBay Inc",227,"EBAY INC"
"Sasol",227,"SASOL"
"DHR International",227,"DHR INTERNATIONAL"
"Financial Services",227,"FINANCIAL SERVICES"
"Citibank Handlowy",227,"CITIBANK HANDLOWY"
"Connecta",227,"CONNECTA"
"BBN Technologies",227,"BBN TECHNOLOGIES"
"Henkel KGaA",227,"HENKEL KGAA"
"Sprint Corporation",227,"SPRINT CORPORATION"
"CBOSS",227,"CBOSS"
"Concert",227,"CONCERT"
"Inbev",227,"INBEV"
"Dreamworks Animation",228,"DREAMWORKS ANIMATION"
"Boy Scouts of Americ",228,"BOY SCOUTS OF AMERIC"
"Tectura",228,"TECTURA"
"Herbalife",228,"HERBALIFE"
"Queen's University",228,"QUEEN'S UNIVERSITY"
"Charles River Develo",228,"CHARLES RIVER DEVELO"
"ICC",228,"ICC"
"InterCall",228,"INTERCALL"
"o2 Germany",228,"O2 GERMANY"
"Dun & Bradstreet Sof",228,"DUN & BRADSTREET SOF"
"Gilead Sciences",228,"GILEAD SCIENCES"
"Northgate Informatio",228,"NORTHGATE INFORMATIO"
"SAP Labs India",228,"SAP LABS INDIA"
"Metro",228,"METRO"
"Sunrise Senior Livin",228,"SUNRISE SENIOR LIVIN"
"Estee Lauder Compani",228,"ESTEE LAUDER COMPANI"
"Toyota Motor Sales",228,"TOYOTA MOTOR SALES"
"Vestas",229,"VESTAS"
"Citysearch",229,"CITYSEARCH"
"Masterfoods USA",229,"MASTERFOODS USA"
"Visa Europe",229,"VISA EUROPE"
"Helsinki School of E",229,"HELSINKI SCHOOL OF E"
"Reliance",229,"RELIANCE"
"Orrick, Herrington &",229,"ORRICK HERRINGTON &"
"ARINC",229,"ARINC"
"San Diego State Univ",229,"SAN DIEGO STATE UNIV"
"AXA Financial",229,"AXA FINANCIAL"
"Pillsbury Winthrop S",229,"PILLSBURY WINTHROP S"
"BD Biosciences",229,"BD BIOSCIENCES"
"University of Jyvask",229,"UNIVERSITY OF JYVASK"
"Initiative",229,"INITIATIVE"
"Canadian Imperial Ba",229,"CANADIAN IMPERIAL BA"
"American Chamber of",229,"AMERICAN CHAMBER OF"
"Crystal Decisions",229,"CRYSTAL DECISIONS"
"DTU",229,"DTU"
"JPMorgan Chase & Co.",229,"JPMORGAN CHASE & CO"
"American Academy of",229,"AMERICAN ACADEMY OF"
"Google Inc",229,"GOOGLE INC"
"Zale Corporation",229,"ZALE CORPORATION"
"Coles Myer Ltd",229,"COLES MYER LTD"
"Cognos Corporation",230,"COGNOS CORPORATION"
"Equity Office Proper",230,"EQUITY OFFICE PROPER"
"Susquehanna Internat",230,"SUSQUEHANNA INTERNAT"
"York University",230,"YORK UNIVERSITY"
"United States Postal",230,"US POSTAL"
"ADI",230,"ADI"
"IMC",230,"IMC"
"Allianz Life",230,"ALLIANZ LIFE"
"Hall Kinion",230,"HALL KINION"
"San Francisco Chroni",230,"SAN FRANCISCO CHRONI"
"US Coast Guard",230,"US COAST GUARD"
"DOD",230,"DOD"
"Vrije Universiteit B",230,"VRIJE UNIVERSITEIT B"
"Waddell & Reed",230,"WADDELL & REED"
"Phase Forward",230,"PHASE FORWARD"
"Eindhoven University",231,"EINDHOVEN UNIVERSITY"
"GEMPLUS",231,"GEMPLUS"
"Hertz",231,"HERTZ"
"JTI",231,"JTI"
"Delta Air Lines, Inc",231,"DELTA AIR LINES INC"
"Mullen",231,"MULLEN"
"Amylin Pharmaceutica",231,"AMYLIN PHARMACEUTICA"
"Stellent",231,"STELLENT"
"satyam",231,"SATYAM"
"US Department of Sta",231,"US DEPARTMENT OF STA"
"Control Data Corpora",231,"CONTROL DATA CORPORA"
"MPC",231,"MPC"
"Linkoping University",231,"LINKOPING UNIVERSITY"
"Carleton University",231,"CARLETON UNIVERSITY"
"Platform Computing",231,"PLATFORM COMPUTING"
"Bear, Stearns & Co.",231,"BEAR STEARNS & CO"
"Carrier Corporation",231,"CARRIER CORPORATION"
"Financial Services A",232,"FINANCIAL SERVICES A"
"Merant",232,"MERANT"
"Bose",232,"BOSE"
"Standard Chartered",232,"STANDARD CHARTERED"
"Neuf Cegetel",232,"NEUF CEGETEL"
"Ernst & Young Corpor",232,"ERNST & YOUNG CORPOR"
"Vodafone Egypt",232,"VODAFONE EGYPT"
"Omniture",232,"OMNITURE"
"Liz Claiborne",232,"LIZ CLAIBORNE"
"May Department Store",232,"MAY DEPARTMENT STORE"
"Mutual of Omaha",232,"MUTUAL OF OMAHA"
"SGCIB",232,"SGCIB"
"Citrix Online",232,"CITRIX ONLINE"
"Campina",232,"CAMPINA"
"EMI",232,"EMI"
"Harris Bank",232,"HARRIS BANK"
"Value Partners",232,"VALUE PARTNERS"
"Siemens Mobile Phone",232,"SIEMENS MOBILE PHONE"
"Swissair",232,"SWISSAIR"
"Sears Holdings",232,"SEARS HOLDINGS"
"International Comput",232,"INTERNATIONAL COMPUT"
"Trimble Navigation",232,"TRIMBLE NAVIGATION"
"CITIGROUP",233,"CITIGROUP"
"FT",233,"FT"
"Skype",233,"SKYPE"
"Hollywood Entertainm",233,"HOLLYWOOD ENTERTAINM"
"Elan IT",233,"ELAN IT"
"Sequent",233,"SEQUENT"
"RMIT University",233,"RMIT UNIVERSITY"
"Liberate Technologie",233,"LIBERATE TECHNOLOGIE"
"BDO Seidman",233,"BDO SEIDMAN"
"ACI Worldwide",233,"ACI WORLDWIDE"
"SII",233,"SII"
"Deloitte Business Co",233,"DELOITTE BUSINESS CO"
"British Petroleum",233,"BRITISH PETROLEUM"
"Sierra Systems",233,"SIERRA SYSTEMS"
"Art Technology Group",233,"ART TECHNOLOGY GROUP"
"Houghton Mifflin Com",233,"HOUGHTON MIFFLIN COM"
"AXA Investment Manag",233,"AXA INVESTMENT MANAG"
"Infinity Broadcastin",233,"INFINITY BROADCASTIN"
"Ministry of Agricult",233,"MINISTRY OF AGRICULT"
"Promon",233,"PROMON"
"Singapore Airlines",233,"SINGAPORE AIRLINES"
"United Space Allianc",233,"UNITED SPACE ALLIANC"
"Vodafone Ltd",233,"VODAFONE LTD"
"Investors Group",233,"INVESTORS GROUP"
"Credit Agricole",234,"CREDIT AGRICOLE"
"Lanier Worldwide",234,"LANIER WORLDWIDE"
"Hartford Life",234,"HARTFORD LIFE"
"FBI",234,"FBI"
"Marquette University",234,"MARQUETTE UNIVERSITY"
"Hachette Filipacchi",234,"HACHETTE FILIPACCHI"
"sap",234,"SAP"
"Saxo Bank",234,"SAXO BANK"
"Alvarion",234,"ALVARION"
"NCS",234,"NCS"
"o2",234,"O2"
"TDC Mobil",234,"TDC MOBIL"
"Simmons & Simmons",234,"SIMMONS & SIMMONS"
"DecisionOne",234,"DECISIONONE"
"International Trade",234,"INTERNATIONAL TRADE"
"VLSI Technology",234,"VLSI TECHNOLOGY"
"Digital Impact",234,"DIGITAL IMPACT"
"Azlan",234,"AZLAN"
"Selectica",234,"SELECTICA"
"Group Health Coopera",234,"GROUP HEALTH COOPERA"
"LSI Logic Corporatio",234,"LSI LOGIC CORPORATIO"
"Siemens Mobile",234,"SIEMENS MOBILE"
"compaq",234,"COMPAQ"
"as above",235,"AS ABOVE"
"Alten",235,"ALTEN"
"Cummins",235,"CUMMINS"
"MTS Allstream",235,"MTS ALLSTREAM"
"Concentra",235,"CONCENTRA"
"FMC Technologies",235,"FMC TECHNOLOGIES"
"Kelly Scientific Res",235,"KELLY SCIENTIFIC RES"
"Polkomtel",235,"POLKOMTEL"
"Campus Crusade for C",235,"CAMPUS CRUSADE FOR C"
"PepsiCo Internationa",235,"PEPSICO INTERNATIONA"
"american express",235,"AMERICAN EXPRESS"
"Liberty Mutual Group",235,"LIBERTY MUTUAL GROUP"
"NIKE",235,"NIKE"
"Consulate General of",235,"CONSULATE GENERAL OF"
"Atos",235,"ATOS"
"New England Financia",235,"NEW ENGLAND FINANCIA"
"TBD",236,"TBD"
"Sprint-Nextel",236,"SPRINT NEXTEL"
"BAA",236,"BAA"
"About.com",236,"ABOUT"
"Kent State Universit",236,"KENT STATE UNIVERSIT"
"California State Aut",236,"CALIFORNIA STATE AUT"
"THOMSON",236,"THOMSON"
"Deluxe Corporation",236,"DELUXE CORPORATION"
"Tavant Technologies",236,"TAVANT TECHNOLOGIES"
"Swiss International",236,"SWISS INTERNATIONAL"
"Deutsche Asset Manag",236,"DEUTSCHE ASSET MANAG"
"Lost Boys",236,"LOST BOYS"
"24 Hour Fitness",236,"24 HOUR FITNESS"
"Scotia Capital",236,"SCOTIA CAPITAL"
"Tridion",236,"TRIDION"
"Catalina Marketing",236,"CATALINA MARKETING"
"Beiersdorf",237,"BEIERSDORF"
"SHL Systemhouse",237,"SHL SYSTEMHOUSE"
"NYU",237,"NYU"
"ML",237,"ML"
"Berlitz",237,"BERLITZ"
"AT&T Broadband",237,"AT&T BROADBAND"
"State Street Corp",237,"STATE STREET CORP"
"Motive",237,"MOTIVE"
"Blackboard",237,"BLACKBOARD"
"Rensselaer Polytechn",237,"RENSSELAER POLYTECHN"
"The North Highland C",237,"THE NORTH HIGHLAND C"
"Daimler Chrysler",237,"DAIMLER CHRYSLER"
"NIIT Ltd.",237,"NIIT LTD"
"Lowe's",237,"LOWE'S"
"AON",237,"AON"
"E*TRADE",237,"ETRADE"
"honeywell",237,"HONEYWELL"
"VTT",237,"VTT"
"AllianceBernstein",237,"ALLIANCEBERNSTEIN"
"Axon",238,"AXON"
"Postbank",238,"POSTBANK"
"USA TODAY",238,"USA TODAY"
"Marcus & Millichap",238,"MARCUS & MILLICHAP"
"Endeca",238,"ENDECA"
"Cigna",238,"CIGNA"
"Raiffeisen Bank",238,"RAIFFEISEN BANK"
"Starwood Hotels and",238,"STARWOOD HOTELS AND"
"Conde Nast Publicati",238,"CONDE NAST PUBLICATI"
"Tata Infotech",238,"TATA INFOTECH"
"Vedior",238,"VEDIOR"
"HSBC Bank plc",238,"HSBC BANK PLC"
"IMEC",238,"IMEC"
"Kintera",238,"KINTERA"
"Random House",238,"RANDOM HOUSE"
"Clifford Chance LLP",239,"CLIFFORD CHANCE LLP"
"Volkswagen do Brasil",239,"VOLKSWAGEN DO BRASIL"
"Travelers",239,"TRAVELERS"
"Mincom",239,"MINCOM"
"Interbrand",239,"INTERBRAND"
"Ray & Berndtson",239,"RAY & BERNDTSON"
"TNT Express",239,"TNT EXPRESS"
"Pomeroy IT Solutions",239,"POMEROY IT SOLUTIONS"
"National Grid",239,"NATIONAL GRID"
"Hydro-Quebec",239,"HYDRO QUEBEC"
"Nalco",239,"NALCO"
"DHS",239,"DHS"
"Thermo Electron Corp",239,"THERMO ELECTRON CORP"
"Apple Computer, Inc",239,"APPLE COMPUTER INC"
"Gevity",239,"GEVITY"
"Neoforma",239,"NEOFORMA"
"Armstrong World Indu",239,"ARMSTRONG WORLD INDU"
"British Aerospace",239,"BRITISH AEROSPACE"
"Fluor Corporation",239,"FLUOR CORPORATION"
"TiVo",240,"TIVO"
"Solvay",240,"SOLVAY"
"symantec",240,"SYMANTEC"
"Kroger",240,"KROGER"
"RBC Royal Bank",240,"RBC ROYAL BANK"
"Mervyns",240,"MERVYNS"
"TomTom",240,"TOMTOM"
"Textron",240,"TEXTRON"
"CBS Radio",240,"CBS RADIO"
"independent",240,"INDEPENDENT"
"TBWA",240,"TBWA"
"Societe Generale Cor",241,"SOCIETE GENERALE COR"
"wells fargo",241,"WELLS FARGO"
"NATO",241,"NATO"
"Sonic Solutions",241,"SONIC SOLUTIONS"
"MFS Investment Manag",241,"MFS INVESTMENT MANAG"
"CIBER, Inc.",241,"CIBER INC"
"Systematic Software",241,"SYSTEMATIC SOFTWARE"
"Kaplan",241,"KAPLAN"
"Qualcomm Inc",241,"QUALCOMM INC"
"Regions Financial Co",241,"REGIONS FINANCIAL CO"
"MicroAge",241,"MICROAGE"
"FreeMarkets",241,"FREEMARKETS"
"Evergreen Investment",241,"EVERGREEN INVESTMENT"
"Marks and Spencer",241,"MARKS AND SPENCER"
"Beth Israel Deacones",241,"BETH ISRAEL DEACONES"
"Pioneer Investments",242,"PIONEER INVESTMENTS"
"Maersk Sealand",242,"MAERSK SEALAND"
"Spherion Corporation",242,"SPHERION CORPORATION"
"Canadian Tire Corpor",242,"CANADIAN TIRE CORPOR"
"Centocor",242,"CENTOCOR"
"Allmerica Financial",242,"ALLMERICA FINANCIAL"
"Louis Vuitton",242,"LOUIS VUITTON"
"Ameriquest",242,"AMERIQUEST"
